,date,state,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease
6840,2020-06-03,DC,130,1731,49562,1861
6841,2020-06-03,DE,27,831,64920,858
6842,2020-06-03,FL,1317,29844,1082104,31161
6843,2020-06-03,GA,687,7738,482712,8425
6844,2020-06-03,GU,1,335,6727,336
6845,2020-06-03,HI,1,586,49508,587
6846,2020-06-03,IA,39,716,164445,755
6847,2020-06-03,ID,27,782,48942,799
6848,2020-06-03,IL,982,23489,959175,24471
6849,2020-06-03,IN,475,5421,277815,5896
6850,2020-06-03,KS,159,4582,108053,4741
6851,2020-06-03,KY,225,4703,232199,5143
6852,2020-06-03,LA,387,8567,402087,8954
6853,2020-06-03,MA,429,7937,617761,13111
6854,2020-06-03,MD,807,11003,327625,11810
6855,2020-06-03,ME,41,0,53009,41
6856,2020-06-03,MI,279,16101,677555,16380
6857,2020-06-03,MN,513,15388,311208,15901
6858,2020-06-03,MO,192,5731,211353,5923
6859,2020-06-03,MP,0,0,6557,0
6860,2020-06-03,MS,302,4947,184747,5249
6861,2020-06-03,MT,2,1234,43448,1236
6862,2020-06-03,NC,888,13454,449263,14342
6863,2020-06-03,ND,33,825,74501,2568
6864,2020-06-03,NE,266,3282,109966,3548
6865,2020-06-03,NH,64,1331,77465,2770
6866,2020-06-03,NJ,523,19220,837420,19743
6867,2020-06-03,NM,224,3498,206837,3722
6868,2020-06-03,NV,101,4059,156251,4160
6869,2020-06-03,NY,1045,60597,2229473,61642
6870,2020-06-03,OH,442,15755,426105,16197
6871,2020-06-03,OK,113,3282,208052,3395
6872,2020-06-03,OR,64,2395,136668,2459
6873,2020-06-03,PA,512,2008,475391,2520
6874,2020-06-03,PR,88,0,64445,88
6875,2020-06-03,RI,105,1624,118435,3298
6876,2020-06-03,SC,236,3912,222925,4148
6877,2020-06-03,SD,95,1721,48662,1816
6878,2020-06-03,TN,447,8196,470779,8643
6879,2020-06-03,TX,1703,18841,1006768,20544
6880,2020-06-03,UT,295,1895,223981,2190
6881,2020-06-03,VA,666,12832,342822,12268
6882,2020-06-03,VI,0,20,2031,20
6883,2020-06-03,VT,2,574,37195,576
6884,2020-06-03,WA,383,6946,407704,7329
6885,2020-06-03,WI,506,15968,301571,16474
6886,2020-06-03,WV,30,3195,103768,3225
6887,2020-06-03,WY,3,881,26628,884
6888,2020-06-02,AK,20,1993,56203,2013
6889,2020-06-02,AL,279,0,223802,567
6890,2020-06-02,AR,0,0,133236,0
6891,2020-06-02,AS,0,0,174,0
6892,2020-06-02,AZ,1127,8636,237833,9763
6893,2020-06-02,CA,2304,56704,2071591,59008
6894,2020-06-02,CO,199,3962,190537,5096
6895,2020-06-02,CT,236,8981,270610,9217
6896,2020-06-02,DC,29,409,47701,438
6897,2020-06-02,DE,80,1535,64062,1615
6898,2020-06-02,FL,617,8735,1050958,9352
6899,2020-06-02,GA,589,2067,474287,2656
6900,2020-06-02,GU,2,73,6391,75
6901,2020-06-02,HI,0,434,48921,434
6902,2020-06-02,IA,319,4290,163690,4609
6903,2020-06-02,ID,67,1369,48133,1434
6904,2020-06-02,IL,1614,14817,934704,16431
6905,2020-06-02,IN,407,5616,271919,6023
6906,2020-06-02,KS,0,8071,103312,8071
6907,2020-06-02,KY,139,11086,227271,11203
6908,2020-06-02,LA,405,5358,393133,5763
6909,2020-06-02,MA,358,5604,609395,13074
6910,2020-06-02,MD,848,6237,315815,7085
6911,2020-06-02,ME,28,3307,52968,3335
6912,2020-06-02,MI,290,15648,661175,15938
6913,2020-06-02,MN,479,7192,295307,7671
6914,2020-06-02,MO,248,5474,205430,5722
6915,2020-06-02,MP,1,222,6557,223
6916,2020-06-02,MS,268,2976,179498,3244
6917,2020-06-02,MT,4,1551,42212,1555
6918,2020-06-02,NC,626,12387,434921,13013
6919,2020-06-02,ND,22,322,73643,1538
6920,2020-06-02,NE,244,2509,106418,2753
6921,2020-06-02,NH,34,1854,76527,1506
6922,2020-06-02,NJ,627,21450,817677,22077
6923,2020-06-02,NM,111,3400,203115,3511
6924,2020-06-02,NV,142,5166,152091,5308
6925,2020-06-02,NY,1329,52725,2167831,54054
6926,2020-06-02,OH,366,11476,409908,11842
6927,2020-06-02,OK,119,11265,204657,11384
6928,2020-06-02,OR,33,2558,134209,2591
6929,2020-06-02,PA,612,9930,472871,10542
6930,2020-06-02,PR,62,0,64357,62
6931,2020-06-02,RI,107,1400,116706,2994
6932,2020-06-02,SC,267,13822,218777,14089
6933,2020-06-02,SD,33,1152,46846,1185
6934,2020-06-02,TN,821,12822,462136,13643
6935,2020-06-02,TX,1688,14505,986224,16193
6936,2020-06-02,UT,203,3476,221791,3679
6937,2020-06-02,VA,841,3329,329339,7484
6938,2020-06-02,VI,0,195,2012,195
6939,2020-06-02,VT,5,1288,36619,1293
6940,2020-06-02,WA,415,8055,400375,8470
6941,2020-06-02,WI,419,10148,285107,10567
6942,2020-06-02,WV,24,2424,100543,2448
6943,2020-06-02,WY,2,595,25744,597
6944,2020-06-01,AK,33,2462,54190,2495
6945,2020-06-01,AL,460,5510,223523,1928
6946,2020-06-01,AR,190,3531,133236,3721
6947,2020-06-01,AS,0,0,174,0
6948,2020-06-01,AZ,187,2677,228070,2864
6949,2020-06-01,CA,2423,65312,2012583,67735
6950,2020-06-01,CO,280,5469,186376,7532
6951,2020-06-01,CT,542,10805,261393,11347
6952,2020-06-01,DC,56,724,47263,780
6953,2020-06-01,DE,107,1669,62447,1776
6954,2020-06-01,FL,667,18384,1041560,19051
6955,2020-06-01,GA,632,5474,471631,6106
6956,2020-06-01,GU,2,212,6316,214
6957,2020-06-01,HI,1,-6134,48487,-6133
6958,2020-06-01,IA,145,2640,159081,2785
6959,2020-06-01,ID,0,0,46697,0
6960,2020-06-01,IL,974,19040,918273,20014
6961,2020-06-01,IN,256,4094,265896,4350
6962,2020-06-01,KS,292,0,95241,292
6963,2020-06-01,KY,342,1951,216046,2267
6964,2020-06-01,LA,425,11836,387370,12261
6965,2020-06-01,MA,3840,6740,603433,12892
6966,2020-06-01,MD,549,6300,308730,6849
6967,2020-06-01,ME,24,0,49633,24
6968,2020-06-01,MI,245,14232,645237,14477
6969,2020-06-01,MN,575,3606,287636,4181
6970,2020-06-01,MO,180,5967,199708,6147
6971,2020-06-01,MP,0,161,6334,161
6972,2020-06-01,MS,251,4166,176254,4417
6973,2020-06-01,MT,4,855,40657,859
6974,2020-06-01,NC,674,4945,421908,5619
6975,2020-06-01,ND,47,1213,73299,2308
6976,2020-06-01,NE,196,2327,103665,2523
6977,2020-06-01,NH,106,2070,74117,1379
6978,2020-06-01,NJ,473,48982,795600,49455
6979,2020-06-01,NM,65,5092,199604,5157
6980,2020-06-01,NV,95,4128,146783,4223
6981,2020-06-01,NY,941,49011,2113777,49952
6982,2020-06-01,OH,471,6687,398066,7158
6983,2020-06-01,OK,67,0,193273,67
6984,2020-06-01,OR,59,2358,131618,2417
6985,2020-06-01,PA,352,6320,462329,6672
6986,2020-06-01,PR,97,0,64295,97
6987,2020-06-01,RI,99,1322,115199,1826
6988,2020-06-01,SC,287,4185,204688,4472
6989,2020-06-01,SD,41,1492,45661,1533
6990,2020-06-01,TN,548,11968,448493,12516
6991,2020-06-01,TX,593,17573,970031,18166
6992,2020-06-01,UT,202,3996,218112,4198
6993,2020-06-01,VA,791,8537,325138,7958
6994,2020-06-01,VI,1,108,1815,109
6995,2020-06-01,VT,2,1354,35326,1356
6996,2020-06-01,WA,410,7613,391905,8023
6997,2020-06-01,WI,172,3492,274542,3664
6998,2020-06-01,WV,7,466,98095,473
6999,2020-06-01,WY,7,747,25147,754
7000,2020-05-31,AK,0,0,51695,0
7001,2020-05-31,AL,544,4808,217553,9106
7002,2020-05-31,AR,240,2778,129515,3018
7003,2020-05-31,AS,0,0,174,0
7004,2020-05-31,AZ,681,7478,225206,8159
7005,2020-05-31,CA,3705,52548,1944848,56253
7006,2020-05-31,CO,485,4401,180627,5703
7007,2020-05-31,CT,179,2932,250046,3111
7008,2020-05-31,DC,84,770,46483,854
7009,2020-05-31,DE,76,1266,60671,1342
7010,2020-05-31,FL,739,25642,1022681,26381
7011,2020-05-31,GA,700,9987,465525,10687
7012,2020-05-31,GU,0,0,6102,0
7013,2020-05-31,HI,2,604,54620,606
7014,2020-05-31,IA,308,5565,156296,5873
7015,2020-05-31,ID,36,1237,46697,1264
7016,2020-05-31,IL,1343,19811,898259,21154
7017,2020-05-31,IN,363,4788,261546,5151
7018,2020-05-31,KS,0,0,94949,0
7019,2020-05-31,KY,240,5318,213753,5552
7020,2020-05-31,LA,339,5951,375109,6290
7021,2020-05-31,MA,664,9670,592853,5062
7022,2020-05-31,MD,763,7172,301881,7935
7023,2020-05-31,ME,43,0,49609,43
7024,2020-05-31,MI,247,12683,630760,12930
7025,2020-05-31,MN,141,6741,283455,6882
7026,2020-05-31,MO,185,7946,193561,8131
7027,2020-05-31,MP,0,165,6173,165
7028,2020-05-31,MS,272,5633,171837,5905
7029,2020-05-31,MT,10,504,39798,514
7030,2020-05-31,NC,916,11216,416289,12132
7031,2020-05-31,ND,23,1036,72039,2032
7032,2020-05-31,NE,251,1883,101142,2134
7033,2020-05-31,NH,53,1267,71488,2732
7034,2020-05-31,NJ,837,0,746145,837
7035,2020-05-31,NM,131,6055,194447,6186
7036,2020-05-31,NV,98,3930,142560,4028
7037,2020-05-31,NY,1110,57334,2063825,58444
7038,2020-05-31,OH,479,8482,390908,8961
7039,2020-05-31,OK,88,0,193206,88
7040,2020-05-31,OR,58,2348,129201,2406
7041,2020-05-31,PA,515,7370,455657,7885
7042,2020-05-31,PR,58,0,64198,58
7043,2020-05-31,RI,76,850,113778,4123
7044,2020-05-31,SC,467,10230,200216,10697
7045,2020-05-31,SD,33,1157,44128,1190
7046,2020-05-31,TN,440,8491,435977,8931
7047,2020-05-31,TX,1949,21399,951865,23348
7048,2020-05-31,UT,264,3545,213914,3809
7049,2020-05-31,VA,996,8883,315891,9839
7050,2020-05-31,VI,0,0,1721,0
7051,2020-05-31,VT,4,1299,33970,1303
7052,2020-05-31,WA,100,2822,383882,2922
7053,2020-05-31,WI,182,7195,270878,7377
7054,2020-05-31,WV,36,1696,97622,1732
7055,2020-05-31,WY,5,305,24393,310
7056,2020-05-30,AK,4,2252,51695,2256
7057,2020-05-30,AL,536,2782,212201,3318
7058,2020-05-30,AR,475,6254,126497,6729
7059,2020-05-30,AS,0,0,174,0
7060,2020-05-30,AZ,790,6444,217047,7234
7061,2020-05-30,CA,2992,50125,1888595,53117
7062,2020-05-30,CO,492,6290,175741,7915
7063,2020-05-30,CT,260,5282,246935,5542
7064,2020-05-30,DC,179,1592,45629,1771
7065,2020-05-30,DE,186,1610,59329,1796
7066,2020-05-30,FL,927,10802,994968,11729
7067,2020-05-30,GA,616,3951,454838,4567
7068,2020-05-30,GU,1,6,6102,7
7069,2020-05-30,HI,2,1188,54014,1190
7070,2020-05-30,IA,318,2785,150423,3103
7071,2020-05-30,ID,34,629,45424,661
7072,2020-05-30,IL,1462,23881,877105,25343
7073,2020-05-30,IN,653,7029,256395,7682
7074,2020-05-30,KS,0,0,94949,0
7075,2020-05-30,KY,280,-13359,208195,-13084
7076,2020-05-30,LA,775,13017,368819,13792
7077,2020-05-30,MA,789,9985,582519,7555
7078,2020-05-30,MD,1027,8401,293946,9428
7079,2020-05-30,ME,56,3804,49566,3860
7080,2020-05-30,MI,205,15641,617830,15846
7081,2020-05-30,MN,168,8268,276573,8436
7082,2020-05-30,MO,167,7413,185430,7580
7083,2020-05-30,MP,0,324,6008,324
7084,2020-05-30,MS,439,-815,165932,-376
7085,2020-05-30,MT,12,743,39284,755
7086,2020-05-30,NC,1185,11741,404157,12926
7087,2020-05-30,ND,34,1494,70980,2956
7088,2020-05-30,NE,393,3812,99008,4205
7089,2020-05-30,NH,106,1992,69920,2147
7090,2020-05-30,NJ,764,28133,745308,28897
7091,2020-05-30,NM,129,4588,188261,4717
7092,2020-05-30,NV,145,3971,138532,4116
7093,2020-05-30,NY,1376,59875,2005381,61251
7094,2020-05-30,OH,468,11589,381947,12057
7095,2020-05-30,OK,80,5640,193118,5720
7096,2020-05-30,OR,54,4060,126795,4114
7097,2020-05-30,PA,692,8771,447772,9463
7098,2020-05-30,PR,71,0,64140,71
7099,2020-05-30,RI,104,1828,112852,4340
7100,2020-05-30,SC,263,999,189519,1262
7101,2020-05-30,SD,94,2162,42938,2256
7102,2020-05-30,TN,481,4598,427046,5079
7103,2020-05-30,TX,1332,33910,928517,35242
7104,2020-05-30,UT,269,3981,210105,4250
7105,2020-05-30,VA,1078,6057,305993,11953
7106,2020-05-30,VI,0,0,1721,0
7107,2020-05-30,VT,2,780,32667,782
7108,2020-05-30,WA,148,3939,380960,4087
7109,2020-05-30,WI,539,9320,263498,9859
7110,2020-05-30,WV,23,2490,95890,2513
7111,2020-05-30,WY,7,807,24083,814
7112,2020-05-29,AK,5,1464,49439,1469
7113,2020-05-29,AL,513,7889,208883,8402
7114,2020-05-29,AR,0,866,119768,1127
7115,2020-05-29,AS,0,0,174,0
7116,2020-05-29,AZ,702,6197,209813,6899
7117,2020-05-29,CA,2189,42730,1835478,44919
7118,2020-05-29,CO,354,5482,168959,7178
7119,2020-05-29,CT,203,5665,241393,5868
7120,2020-05-29,DC,46,298,43858,344
7121,2020-05-29,DE,65,667,57533,732
7122,2020-05-29,FL,1212,30411,984547,31623
7123,2020-05-29,GA,600,5025,450271,5085
7124,2020-05-29,GU,0,133,6095,133
7125,2020-05-29,HI,3,982,52824,985
7126,2020-05-29,IA,353,4034,147320,4387
7127,2020-05-29,ID,38,848,44761,882
7128,2020-05-29,IL,1622,20174,851762,21796
7129,2020-05-29,IN,490,5936,248713,6426
7130,2020-05-29,KS,382,10079,94949,10461
7131,2020-05-29,KY,107,39066,221274,39170
7132,2020-05-29,LA,0,0,355027,0
7133,2020-05-29,MA,617,8805,571745,13476
7134,2020-05-29,MD,1279,8381,284518,9660
7135,2020-05-29,ME,37,0,45706,37
7136,2020-05-29,MI,319,16205,601984,16524
7137,2020-05-29,MN,454,9929,268137,10383
7138,2020-05-29,MO,122,6661,177850,6783
7139,2020-05-29,MP,0,261,5684,261
7140,2020-05-29,MS,418,9393,166308,9811
7141,2020-05-29,MT,8,1728,38529,1736
7142,2020-05-29,NC,1076,14963,391231,16039
7143,2020-05-29,ND,40,1160,69452,2787
7144,2020-05-29,NE,285,1538,94803,1823
7145,2020-05-29,NH,100,1166,67753,2664
7146,2020-05-29,NJ,1029,29525,716411,30554
7147,2020-05-29,NM,112,3889,183544,4001
7148,2020-05-29,NV,142,3084,134416,3226
7149,2020-05-29,NY,1551,65790,1944130,67341
7150,2020-05-29,OH,651,9227,369890,9878
7151,2020-05-29,OK,68,4924,187398,4992
7152,2020-05-29,OR,45,2989,122681,3034
7153,2020-05-29,PA,1297,9166,438309,10463
7154,2020-05-29,PR,161,0,64069,161
7155,2020-05-29,RI,178,1537,110920,3716
7156,2020-05-29,SC,343,5665,188257,6008
7157,2020-05-29,SD,73,1583,40682,1656
7158,2020-05-29,TN,406,5572,421967,5978
7159,2020-05-29,TX,1230,18827,893275,20057
7160,2020-05-29,UT,343,2005,205855,2348
7161,2020-05-29,VA,1132,9964,298902,12362
7162,2020-05-29,VI,0,16,1721,16
7163,2020-05-29,VT,1,732,31885,733
7164,2020-05-29,WA,345,6495,376873,6840
7165,2020-05-29,WI,766,12869,253666,13635
7166,2020-05-29,WV,45,3017,93377,3062
7167,2020-05-29,WY,15,92,23269,107
7168,2020-05-28,AK,13,1594,47970,1607
7169,2020-05-28,AL,467,4220,200481,4687
7170,2020-05-28,AR,261,3045,118902,3142
7171,2020-05-28,AS,0,0,174,0
7172,2020-05-28,AZ,501,6147,202914,6648
7173,2020-05-28,CA,2717,50948,1790559,53665
7174,2020-05-28,CO,202,3501,163123,4440
7175,2020-05-28,CT,271,6385,235525,6656
7176,2020-05-28,DC,86,731,43514,817
7177,2020-05-28,DE,75,1305,56801,1380
7178,2020-05-28,FL,651,17394,952774,18045
7179,2020-05-28,GA,649,3241,444646,4430
7180,2020-05-28,GU,2,275,5962,277
7181,2020-05-28,HI,1,636,51839,637
7182,2020-05-28,IA,213,3194,142933,3407
7183,2020-05-28,ID,32,826,43875,853
7184,2020-05-28,IL,1527,24466,829966,25993
7185,2020-05-28,IN,631,6323,242287,6954
7186,2020-05-28,KS,0,0,84488,0
7187,2020-05-28,KY,0,0,182101,0
7188,2020-05-28,LA,305,7075,355027,7380
7189,2020-05-28,MA,675,9504,562323,12813
7190,2020-05-28,MD,1286,11517,274858,12803
7191,2020-05-28,ME,52,0,45669,52
7192,2020-05-28,MI,336,17054,585460,17390
7193,2020-05-28,MN,571,9374,257754,9945
7194,2020-05-28,MO,181,5365,171067,5546
7195,2020-05-28,MP,0,223,5423,223
7196,2020-05-28,MS,328,8037,156497,8365
7197,2020-05-28,MT,4,1146,36793,1150
7198,2020-05-28,NC,784,10252,375192,11036
7199,2020-05-28,ND,41,872,68252,1890
7200,2020-05-28,NE,357,2202,92980,2559
7201,2020-05-28,NH,55,1309,65596,1802
7202,2020-05-28,NJ,1187,24345,685857,25532
7203,2020-05-28,NM,122,-1225,179543,-1103
7204,2020-05-28,NV,95,2536,131190,2631
7205,2020-05-28,NY,1768,63477,1876789,65245
7206,2020-05-28,OH,476,9811,360012,10287
7207,2020-05-28,OK,41,3727,182406,3768
7208,2020-05-28,OR,48,2607,119647,2655
7209,2020-05-28,PA,625,7814,427846,8439
7210,2020-05-28,PR,89,19934,63908,20023
7211,2020-05-28,RI,132,1071,109205,2341
7212,2020-05-28,SC,165,6401,182249,6566
7213,2020-05-28,SD,83,937,39026,1020
7214,2020-05-28,TN,373,5986,415989,6359
7215,2020-05-28,TX,1855,15689,873218,17544
7216,2020-05-28,UT,215,2666,203507,2881
7217,2020-05-28,VA,1152,9082,287757,11757
7218,2020-05-28,VI,0,175,1708,175
7219,2020-05-28,VT,3,150,31152,153
7220,2020-05-28,WA,300,6522,370033,6822
7221,2020-05-28,WI,564,10114,240046,10678
7222,2020-05-28,WV,39,1815,90315,1854
7223,2020-05-28,WY,16,1634,23162,1650
7224,2020-05-27,AK,1,1398,46363,1399
7225,2020-05-27,AL,447,1588,195794,2035
7226,2020-05-27,AR,97,3726,115596,3877
7227,2020-05-27,AS,0,50,174,50
7228,2020-05-27,AZ,479,5056,196266,5535
7229,2020-05-27,CA,2247,38251,1736894,40498
7230,2020-05-27,CO,296,3113,159420,4175
7231,2020-05-27,CT,-15,3522,228869,3507
7232,2020-05-27,DC,72,570,42697,642
7233,2020-05-27,DE,30,477,55421,507
7234,2020-05-27,FL,379,9968,934526,10347
7235,2020-05-27,GA,691,-74880,440756,-74189
7236,2020-05-27,GU,1,0,5685,1
7237,2020-05-27,HI,0,831,51202,831
7238,2020-05-27,IA,657,3865,139526,4522
7239,2020-05-27,ID,73,1538,43017,1609
7240,2020-05-27,IL,1111,16068,803973,17179
7241,2020-05-27,IN,359,4225,235333,4584
7242,2020-05-27,KS,119,2970,84488,3089
7243,2020-05-27,KY,506,11739,182101,12212
7244,2020-05-27,LA,443,6178,347647,6621
7245,2020-05-27,MA,527,6136,552144,13943
7246,2020-05-27,MD,736,6832,262055,7568
7247,2020-05-27,ME,28,8030,45617,8058
7248,2020-05-27,MI,386,17703,568070,18089
7249,2020-05-27,MN,680,8847,247809,9527
7250,2020-05-27,MO,201,5022,165521,5223
7251,2020-05-27,MP,0,260,5200,260
7252,2020-05-27,MS,313,0,148132,313
7253,2020-05-27,MT,2,1807,35643,1809
7254,2020-05-27,NC,488,11337,364156,11825
7255,2020-05-27,ND,17,469,67339,1000
7256,2020-05-27,NE,264,2115,90421,2379
7257,2020-05-27,NH,34,1159,65602,2433
7258,2020-05-27,NJ,864,23569,660325,24433
7259,2020-05-27,NM,104,3181,180646,3285
7260,2020-05-27,NV,116,5076,128559,5192
7261,2020-05-27,NY,1129,36287,1811544,37416
7262,2020-05-27,OH,433,9892,349725,10325
7263,2020-05-27,OK,92,18605,178638,18697
7264,2020-05-27,OR,71,1383,116992,1454
7265,2020-05-27,PA,780,10155,419407,10935
7266,2020-05-27,PR,73,0,43885,73
7267,2020-05-27,RI,133,1104,108002,2904
7268,2020-05-27,SC,207,2742,175683,2949
7269,2020-05-27,SD,57,911,38006,968
7270,2020-05-27,TN,341,5785,409630,6126
7271,2020-05-27,TX,1361,33080,855674,34441
7272,2020-05-27,UT,86,1948,200626,2034
7273,2020-05-27,VA,907,8959,277491,11501
7274,2020-05-27,VI,0,17,1539,17
7275,2020-05-27,VT,4,572,30999,576
7276,2020-05-27,WA,351,6958,363211,7309
7277,2020-05-27,WI,646,9731,229453,10377
7278,2020-05-27,WV,13,637,88461,650
7279,2020-05-27,WY,10,0,21512,10
7280,2020-05-26,AK,2,490,44964,492
7281,2020-05-26,AL,666,2778,193759,3444
7282,2020-05-26,AR,151,0,111773,0
7283,2020-05-26,AS,0,0,124,0
7284,2020-05-26,AZ,222,2727,190731,2949
7285,2020-05-26,CA,2175,50119,1696396,52294
7286,2020-05-26,CO,95,5608,156011,4033
7287,2020-05-26,CT,430,3206,225362,3636
7288,2020-05-26,DC,109,1143,42055,1252
7289,2020-05-26,DE,101,917,54914,1018
7290,2020-05-26,FL,509,14480,924125,14989
7291,2020-05-26,GA,386,1014,514945,1400
7292,2020-05-26,GU,3,112,5684,115
7293,2020-05-26,HI,0,0,50371,0
7294,2020-05-26,IA,126,2163,135004,2289
7295,2020-05-26,ID,0,0,41406,0
7296,2020-05-26,IL,1178,16052,786794,17230
7297,2020-05-26,IN,363,4135,230749,4498
7298,2020-05-26,KS,0,0,81399,0
7299,2020-05-26,KY,0,0,169856,0
7300,2020-05-26,LA,245,9883,341026,10128
7301,2020-05-26,MA,422,4498,545481,15436
7302,2020-05-26,MD,535,4375,254487,4910
7303,2020-05-26,ME,35,0,37559,35
7304,2020-05-26,MI,443,11581,549981,12024
7305,2020-05-26,MN,784,6158,238282,6942
7306,2020-05-26,MO,124,2789,160298,2913
7307,2020-05-26,MP,0,183,4940,183
7308,2020-05-26,MS,273,3629,147819,3902
7309,2020-05-26,MT,0,152,33834,152
7310,2020-05-26,NC,176,7465,352331,7641
7311,2020-05-26,ND,43,539,66853,920
7312,2020-05-26,NE,221,2089,88042,2310
7313,2020-05-26,NH,48,1605,63039,2104
7314,2020-05-26,NJ,672,11423,635892,12095
7315,2020-05-26,NM,83,3797,177361,3880
7316,2020-05-26,NV,118,8518,123367,8636
7317,2020-05-26,NY,1072,33607,1774128,34679
7318,2020-05-26,OH,529,8537,339400,9066
7319,2020-05-26,OK,47,-1139,159941,-1092
7320,2020-05-26,OR,18,1662,115538,1680
7321,2020-05-26,PA,451,4907,408472,5358
7322,2020-05-26,PR,64,0,43812,64
7323,2020-05-26,RI,154,1726,106765,1519
7324,2020-05-26,SC,238,6476,172734,6714
7325,2020-05-26,SD,67,1688,37038,1755
7326,2020-05-26,TN,358,6927,403504,7285
7327,2020-05-26,TX,589,14990,821233,15579
7328,2020-05-26,UT,99,2025,198592,2124
7329,2020-05-26,VA,1615,6816,267593,5226
7330,2020-05-26,VI,0,82,1512,82
7331,2020-05-26,VT,5,749,30423,754
7332,2020-05-26,WA,398,8372,355902,8770
7333,2020-05-26,WI,296,7495,218959,7791
7334,2020-05-26,WV,80,1406,87811,1486
7335,2020-05-26,WY,7,1101,21502,1108
7336,2020-05-25,AK,1,964,44472,965
7337,2020-05-25,AL,403,4113,190315,4516
7338,2020-05-25,AR,107,2934,111622,3041
7339,2020-05-25,AS,0,0,124,0
7340,2020-05-25,AZ,222,3919,187782,4141
7341,2020-05-25,CA,1848,59509,1644102,61357
7342,2020-05-25,CO,210,47,150308,3379
7343,2020-05-25,CT,405,7185,221726,7590
7344,2020-05-25,DC,259,-11447,40803,0
7345,2020-05-25,DE,156,1870,53896,2026
7346,2020-05-25,FL,879,36121,909223,37000
7347,2020-05-25,GA,506,31085,513545,31591
7348,2020-05-25,GU,0,0,5569,0
7349,2020-05-25,HI,0,799,50371,799
7350,2020-05-25,IA,325,4634,132715,4959
7351,2020-05-25,ID,0,0,41406,0
7352,2020-05-25,IL,1713,19930,769564,21643
7353,2020-05-25,IN,339,5111,226251,5450
7354,2020-05-25,KS,260,4705,81399,4965
7355,2020-05-25,KY,0,0,169856,0
7356,2020-05-25,LA,640,14222,330898,14862
7357,2020-05-25,MA,596,7592,540561,4566
7358,2020-05-25,MD,839,8376,249577,9215
7359,2020-05-25,ME,19,0,37524,19
7360,2020-05-25,MI,175,9238,537957,9413
7361,2020-05-25,MN,403,6250,231340,6653
7362,2020-05-25,MO,179,5587,157385,5766
7363,2020-05-25,MP,0,0,4757,0
7364,2020-05-25,MS,206,5809,143917,6015
7365,2020-05-25,MT,0,301,33682,301
7366,2020-05-25,NC,742,7292,344690,8034
7367,2020-05-25,ND,40,823,66271,1925
7368,2020-05-25,NE,145,2382,85732,2527
7369,2020-05-25,NH,60,1787,63100,1400
7370,2020-05-25,NJ,938,19052,623797,19990
7371,2020-05-25,NM,148,4214,173481,4362
7372,2020-05-25,NV,109,4341,114731,4450
7373,2020-05-25,NY,1249,38374,1739449,39623
7374,2020-05-25,OH,566,5215,330334,5781
7375,2020-05-25,OK,53,0,161033,53
7376,2020-05-25,OR,22,1641,113858,1663
7377,2020-05-25,PA,473,6546,403114,7019
7378,2020-05-25,PR,71,0,43748,71
7379,2020-05-25,RI,70,750,104885,1521
7380,2020-05-25,SC,82,1991,166020,2073
7381,2020-05-25,SD,23,355,35283,378
7382,2020-05-25,TN,462,12181,396219,12643
7383,2020-05-25,TX,623,41486,805654,42109
7384,2020-05-25,UT,129,1906,196468,2035
7385,2020-05-25,VA,1483,13182,259164,7585
7386,2020-05-25,VI,0,0,1457,0
7387,2020-05-25,VT,6,1073,29669,1079
7388,2020-05-25,WA,149,3154,347132,3303
7389,2020-05-25,WI,318,7173,211157,7491
7390,2020-05-25,WV,15,616,86325,631
7391,2020-05-25,WY,5,330,20394,335
7392,2020-05-24,AK,0,1156,43507,1156
7393,2020-05-24,AL,389,2734,185799,3123
7394,2020-05-24,AR,310,5224,108581,5534
7395,2020-05-24,AS,0,0,124,0
7396,2020-05-24,AZ,300,2902,183641,3202
7397,2020-05-24,CA,2079,65360,1582745,67439
7398,2020-05-24,CO,477,4622,150051,6197
7399,2020-05-24,CT,446,5323,214136,5769
7400,2020-05-24,DC,0,0,51991,1875
7401,2020-05-24,DE,119,1217,51870,1336
7402,2020-05-24,FL,740,14058,872572,14798
7403,2020-05-24,GA,706,27711,481954,28417
7404,2020-05-24,GU,1,209,5569,210
7405,2020-05-24,HI,1,750,49572,751
7406,2020-05-24,IA,359,3456,127756,3815
7407,2020-05-24,ID,31,766,41406,797
7408,2020-05-24,IL,2508,23166,747921,25674
7409,2020-05-24,IN,475,5393,220801,5868
7410,2020-05-24,KS,0,0,76434,0
7411,2020-05-24,KY,145,-1748,169856,-1602
7412,2020-05-24,LA,129,1460,316036,1589
7413,2020-05-24,MA,1013,10374,532373,5559
7414,2020-05-24,MD,818,7217,240362,8035
7415,2020-05-24,ME,42,0,37505,42
7416,2020-05-24,MI,164,11531,528544,11695
7417,2020-05-24,MN,356,6625,224687,6981
7418,2020-05-24,MO,236,3079,151619,3315
7419,2020-05-24,MP,0,439,4757,439
7420,2020-05-24,MS,247,3435,137902,3682
7421,2020-05-24,MT,0,729,33381,729
7422,2020-05-24,NC,497,6577,336656,7074
7423,2020-05-24,ND,54,1287,65408,2281
7424,2020-05-24,NE,327,2896,83205,3223
7425,2020-05-24,NH,0,0,61383,1965
7426,2020-05-24,NJ,1050,24022,603807,25072
7427,2020-05-24,NM,170,10566,169119,10736
7428,2020-05-24,NV,74,3160,110281,3234
