,date,state,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease
10198,2020-04-04,CO,445,1215,22071,1816
10199,2020-04-04,CT,362,1652,22029,2014
10200,2020-04-04,DC,145,709,6438,854
10201,2020-04-04,DE,143,879,6467,1022
10202,2020-04-04,FL,1526,8819,103348,10345
10203,2020-04-04,GA,329,700,26294,1029
10204,2020-04-04,GU,9,13,565,22
10205,2020-04-04,HI,34,1753,12278,1787
10206,2020-04-04,IA,87,700,10240,787
10207,2020-04-04,ID,122,803,8870,925
10208,2020-04-04,IL,1453,4080,53581,5533
10209,2020-04-04,IN,516,1449,19800,1965
10210,2020-04-04,KS,78,426,7578,504
10211,2020-04-04,KY,61,2707,15572,2768
10212,2020-04-04,LA,2199,2654,58498,4853
10213,2020-04-04,MA,1334,4506,68828,4744
10214,2020-04-04,MD,367,1553,25610,1920
10215,2020-04-04,ME,24,0,6544,24
10216,2020-04-04,MI,1002,4145,64786,5147
10217,2020-04-04,MN,39,1624,27845,1663
10218,2020-04-04,MO,178,3257,24905,3435
10219,2020-04-04,MP,0,0,31,0
10220,2020-04-04,MS,97,380,6588,477
10221,2020-04-04,MT,22,579,6177,601
10222,2020-04-04,NC,309,6866,38773,7175
10223,2020-04-04,ND,13,396,6207,496
10224,2020-04-04,NE,42,571,5389,613
10225,2020-04-04,NH,61,390,7599,536
10226,2020-04-04,NJ,4229,3624,75356,7853
10227,2020-04-04,NM,92,762,15632,854
10228,2020-04-04,NV,228,1403,16163,1631
10229,2020-04-04,NY,10841,12260,283621,23101
10230,2020-04-04,OH,427,3069,41871,3496
10231,2020-04-04,OK,171,47,2521,218
10232,2020-04-04,OR,100,0,17534,100
10233,2020-04-04,PA,1597,6318,70030,7915
10234,2020-04-04,PR,74,556,4186,630
10235,2020-04-04,RI,137,620,6930,882
10236,2020-04-04,SC,363,10956,18314,11319
10237,2020-04-04,SD,25,419,5225,444
10238,2020-04-04,TN,254,3298,41391,3552
10239,2020-04-04,TX,780,7207,63751,7987
10240,2020-04-04,UT,182,3613,28043,3795
10241,2020-04-04,VA,395,2152,21552,2709
10242,2020-04-04,VI,2,30,266,32
10243,2020-04-04,VT,52,377,5754,429
10244,2020-04-04,WA,207,2492,106297,2699
10245,2020-04-04,WI,213,1482,26335,1695
10246,2020-04-04,WV,45,1274,7686,1319
10247,2020-04-04,WY,25,241,3132,266
10248,2020-04-03,AK,14,980,6016,994
10249,2020-04-03,AL,199,684,9619,883
10250,2020-04-03,AR,61,1115,9699,1176
10251,2020-04-03,AS,0,0,5,0
10252,2020-04-03,AZ,171,1793,24673,1964
10253,2020-04-03,CA,1510,790,94800,2300
10254,2020-04-03,CO,386,1380,20411,1589
10255,2020-04-03,CT,1090,625,20015,1715
10256,2020-04-03,DC,104,410,5584,514
10257,2020-04-03,DE,57,429,5445,486
10258,2020-04-03,FL,1575,12851,92947,14426
10259,2020-04-03,GA,483,1825,25265,2308
10260,2020-04-03,GU,2,17,543,19
10261,2020-04-03,HI,27,0,10491,27
10262,2020-04-03,IA,85,700,9453,785
10263,2020-04-03,ID,222,441,7945,663
10264,2020-04-03,IL,1209,3183,48048,4392
10265,2020-04-03,IN,398,1152,17835,1550
10266,2020-04-03,KS,68,395,7074,463
10267,2020-04-03,KY,90,4814,12804,4904
10268,2020-04-03,LA,1147,1412,53645,2559
10269,2020-04-03,MA,1436,4918,62988,6567
10270,2020-04-03,MD,427,2042,23690,2469
10271,2020-04-03,ME,56,0,6520,56
10272,2020-04-03,MI,1203,3617,59639,4820
10273,2020-04-03,MN,63,1283,26182,1346
10274,2020-04-03,MO,279,1508,21470,1787
10275,2020-04-03,MP,0,0,31,0
10276,2020-04-03,MS,181,0,6111,181
10277,2020-04-03,MT,16,240,5576,256
10278,2020-04-03,NC,236,2683,31598,2919
10279,2020-04-03,ND,14,804,5798,535
10280,2020-04-03,NE,33,509,4777,542
10281,2020-04-03,NH,64,497,7168,480
10282,2020-04-03,NJ,4305,4088,67503,8393
10283,2020-04-03,NM,40,727,14778,767
10284,2020-04-03,NV,56,430,14532,486
10285,2020-04-03,NY,10482,11073,260520,21555
10286,2020-04-03,OH,410,3047,38375,3457
10287,2020-04-03,OK,109,50,2303,159
10288,2020-04-03,OR,73,1276,17434,1349
10289,2020-04-03,PA,1404,5997,62115,7401
10290,2020-04-03,PR,62,445,3482,507
10291,2020-04-03,RI,101,717,6173,529
10292,2020-04-03,SC,0,0,6995,0
10293,2020-04-03,SD,22,376,4783,398
10294,2020-04-03,TN,222,3006,37839,3228
10295,2020-04-03,TX,661,4424,55764,5085
10296,2020-04-03,UT,172,2847,24248,3019
10297,2020-04-03,VA,306,1110,19005,1964
10298,2020-04-03,VI,5,5,248,10
10299,2020-04-03,VT,70,481,5325,551
10300,2020-04-03,WA,415,4638,103598,5053
10301,2020-04-03,WI,223,2060,24640,2283
10302,2020-04-03,WV,20,854,6367,874
10303,2020-04-03,WY,12,265,2866,277
10304,2020-04-02,AK,10,409,5022,419
10305,2020-04-02,AL,156,806,8736,962
10306,2020-04-02,AR,59,526,8523,585
10307,2020-04-02,AS,0,0,5,0
10308,2020-04-02,AZ,185,1466,22709,1651
10309,2020-04-02,CA,1036,2037,92500,3073
10310,2020-04-02,CO,376,1420,18645,1692
10311,2020-04-02,CT,267,1433,18300,1700
10312,2020-04-02,DC,67,1155,5070,1222
10313,2020-04-02,DE,25,551,4959,576
10314,2020-04-02,FL,1055,9757,78581,10812
10315,2020-04-02,GA,710,1921,22957,2631
10316,2020-04-02,GU,5,36,524,41
10317,2020-04-02,HI,50,1485,10464,1535
10318,2020-04-02,IA,65,750,8668,815
10319,2020-04-02,ID,144,537,7282,681
10320,2020-04-02,IL,715,2557,43656,3272
10321,2020-04-02,IN,474,1436,16285,1910
10322,2020-04-02,KS,70,648,6611,718
10323,2020-04-02,KY,89,255,7900,344
10324,2020-04-02,LA,2726,2584,51086,5310
10325,2020-04-02,MA,1228,3642,56634,6004
10326,2020-04-02,MD,346,1657,21221,2003
10327,2020-04-02,ME,32,0,6464,32
10328,2020-04-02,MI,1130,3492,54819,4622
10329,2020-04-02,MN,83,1900,24836,1983
10330,2020-04-02,MO,253,2003,19683,2256
10331,2020-04-02,MP,2,13,33,15
10332,2020-04-02,MS,104,1041,5930,1145
10333,2020-04-02,MT,19,383,5320,402
10334,2020-04-02,NC,273,2163,28679,2436
10335,2020-04-02,ND,20,470,4980,649
10336,2020-04-02,NE,36,503,4235,539
10337,2020-04-02,NH,0,93,6619,577
10338,2020-04-02,NJ,3335,3133,59110,6468
10339,2020-04-02,NM,48,723,14011,771
10340,2020-04-02,NV,179,1069,14046,1248
10341,2020-04-02,NY,8669,9416,238965,18085
10342,2020-04-02,OH,355,5024,34918,5379
10343,2020-04-02,OK,160,17,2144,177
10344,2020-04-02,OR,90,2123,16085,2213
10345,2020-04-02,PA,1211,5271,54714,6482
10346,2020-04-02,PR,30,195,3039,225
10347,2020-04-02,RI,62,436,5355,797
10348,2020-04-02,SC,261,408,6995,669
10349,2020-04-02,SD,36,314,4382,350
10350,2020-04-02,TN,162,1997,34611,2159
10351,2020-04-02,TX,672,2150,50679,2822
10352,2020-04-02,UT,62,0,21229,62
10353,2020-04-02,VA,222,2023,17589,2392
10354,2020-04-02,VI,3,23,224,26
10355,2020-04-02,VT,31,222,4774,253
10356,2020-04-02,WA,397,4774,98545,5171
10357,2020-04-02,WI,219,1498,22357,1717
10358,2020-04-02,WV,26,892,5493,918
10359,2020-04-02,WY,20,221,2589,241
10360,2020-04-01,AK,14,876,4603,890
10361,2020-04-01,AL,96,399,7774,495
10362,2020-04-01,AR,61,1395,7938,1456
10363,2020-04-01,AS,0,0,5,0
10364,2020-04-01,AZ,124,1563,21058,1687
10365,2020-04-01,CA,673,0,87327,673
10366,2020-04-01,CO,339,1146,16849,1407
10367,2020-04-01,CT,429,14,16600,443
10368,2020-04-01,DC,91,0,3850,91
10369,2020-04-01,DE,49,319,4383,368
10370,2020-04-01,FL,617,5244,67719,5861
10371,2020-04-01,GA,709,3436,20326,4145
10372,2020-04-01,GU,8,35,483,43
10373,2020-04-01,HI,4,250,8929,254
10374,2020-04-01,IA,52,416,7853,468
10375,2020-04-01,ID,110,779,6601,889
10376,2020-04-01,IL,986,4173,40384,5159
10377,2020-04-01,IN,406,596,14375,1002
10378,2020-04-01,KS,54,415,5893,469
10379,2020-04-01,KY,111,635,7556,746
10380,2020-04-01,LA,1187,5622,45776,6809
10381,2020-04-01,MA,1118,3685,51764,5576
10382,2020-04-01,MD,325,2365,19218,2690
10383,2020-04-01,ME,41,0,6432,41
10384,2020-04-01,MI,1592,3617,50197,5209
10385,2020-04-01,MN,57,945,22853,1002
10386,2020-04-01,MO,254,1232,17427,1486
10387,2020-04-01,MP,4,0,6,4
10388,2020-04-01,MS,136,175,4785,311
10389,2020-04-01,MT,24,476,4918,500
10390,2020-04-01,NC,86,3051,26243,3137
10391,2020-04-01,ND,22,220,4490,565
10392,2020-04-01,NE,38,544,3693,582
10393,2020-04-01,NH,101,572,6497,449
10394,2020-04-01,NJ,3559,3310,52642,6869
10395,2020-04-01,NM,34,679,13240,713
10396,2020-04-01,NV,166,838,12798,1004
10397,2020-04-01,NY,7917,7777,220880,15694
10398,2020-04-01,OH,348,0,29539,348
10399,2020-04-01,OK,154,19,1967,173
10400,2020-04-01,OR,46,0,13872,46
10401,2020-04-01,PA,962,4782,48232,5744
10402,2020-04-01,PR,47,214,2592,261
10403,2020-04-01,RI,100,645,4857,440
10404,2020-04-01,SC,210,417,6326,627
10405,2020-04-01,SD,21,294,4032,315
10406,2020-04-01,TN,444,4648,32452,5092
10407,2020-04-01,TX,731,4134,47857,4865
10408,2020-04-01,UT,125,2529,21167,2654
10409,2020-04-01,VA,234,1709,15344,1897
10410,2020-04-01,VI,0,0,180,0
10411,2020-04-01,VT,39,213,4521,252
10412,2020-04-01,WA,450,4512,93374,4962
10413,2020-04-01,WI,236,1444,20640,1680
10414,2020-04-01,WV,29,403,4575,432
10415,2020-04-01,WY,21,219,2348,240
10416,2020-03-31,AK,5,54,3713,59
10417,2020-03-31,AL,122,604,7279,726
10418,2020-03-31,AR,50,697,6482,747
10419,2020-03-31,AS,0,3,5,3
10420,2020-03-31,AZ,132,2480,19371,2612
10421,2020-03-31,CA,1035,1223,86654,2258
10422,2020-03-31,CO,0,0,15364,1633
10423,2020-03-31,CT,557,1000,16157,1557
10424,2020-03-31,DC,94,580,3759,674
10425,2020-03-31,DE,55,1480,4015,1535
10426,2020-03-31,FL,865,6060,61786,6925
10427,2020-03-31,GA,1120,2337,16181,3457
10428,2020-03-31,GU,11,19,440,30
10429,2020-03-31,HI,29,646,8675,675
10430,2020-03-31,IA,73,726,7385,799
10431,2020-03-31,ID,105,901,5712,1006
10432,2020-03-31,IL,937,3842,35225,4779
10433,2020-03-31,IN,373,1342,13373,1715
10434,2020-03-31,KS,60,442,5424,502
10435,2020-03-31,KY,41,751,6810,792
10436,2020-03-31,LA,1212,3722,38967,4934
10437,2020-03-31,MA,868,3274,46961,5930
10438,2020-03-31,MD,247,1552,16528,1799
10439,2020-03-31,ME,28,2694,6391,2722
10440,2020-03-31,MI,1291,3071,44988,4362
10441,2020-03-31,MN,93,1423,21851,1516
10442,2020-03-31,MO,296,1410,15941,1706
10443,2020-03-31,MP,0,0,2,0
10444,2020-03-31,MS,90,548,4474,638
10445,2020-03-31,MT,13,91,4418,104
10446,2020-03-31,NC,191,2051,23106,2242
10447,2020-03-31,ND,10,403,4248,207
10448,2020-03-31,NE,27,347,3111,374
10449,2020-03-31,NH,0,27,5792,250
10450,2020-03-31,NJ,2060,1853,45773,3913
10451,2020-03-31,NM,44,1304,12527,1348
10452,2020-03-31,NV,117,474,11794,591
10453,2020-03-31,NY,9298,9420,205186,18718
10454,2020-03-31,OH,266,1650,29191,1916
10455,2020-03-31,OK,84,22,1794,106
10456,2020-03-31,OR,84,859,13826,943
10457,2020-03-31,PA,756,3868,42488,4624
10458,2020-03-31,PR,65,264,2288,329
10459,2020-03-31,RI,73,298,4112,284
10460,2020-03-31,SC,158,456,5699,614
10461,2020-03-31,SD,7,131,3717,138
10462,2020-03-31,TN,405,3651,27360,4056
10463,2020-03-31,TX,389,6723,42992,7112
10464,2020-03-31,UT,81,2429,18513,2510
10465,2020-03-31,VA,230,1133,13401,1685
10466,2020-03-31,VI,0,0,180,0
10467,2020-03-31,VT,27,231,4269,258
10468,2020-03-31,WA,465,4416,88412,4881
10469,2020-03-31,WI,163,1519,18960,1682
10470,2020-03-31,WV,36,997,4143,1033
10471,2020-03-31,WY,15,159,2108,174
10472,2020-03-30,AK,12,308,3654,320
10473,2020-03-30,AL,53,1510,6553,1563
10474,2020-03-30,AR,47,2235,5735,2282
10475,2020-03-30,AS,0,0,0,0
10476,2020-03-30,AZ,238,2649,16759,2887
10477,2020-03-30,CA,739,0,91396,739
10478,2020-03-30,CO,566,1522,15364,1283
10479,2020-03-30,CT,578,2122,14600,2700
10480,2020-03-30,DC,59,213,3085,272
10481,2020-03-30,DE,32,2180,2480,2212
10482,2020-03-30,FL,1227,9155,53698,10382
10483,2020-03-30,GA,158,2,12724,160
10484,2020-03-30,GU,2,18,410,20
10485,2020-03-30,HI,24,976,8000,1000
10486,2020-03-30,IA,88,1149,6586,1237
10487,2020-03-30,ID,49,375,4706,424
10488,2020-03-30,IL,461,2223,30446,2684
10489,2020-03-30,IN,272,1556,11658,1828
10490,2020-03-30,KS,49,360,4922,409
10491,2020-03-30,KY,45,432,6018,477
10492,2020-03-30,LA,485,5677,34033,6162
10493,2020-03-30,MA,797,2932,42819,5581
10494,2020-03-30,MD,174,962,14729,1136
10495,2020-03-30,ME,22,0,3669,22
10496,2020-03-30,MI,1579,5846,40626,7425
10497,2020-03-30,MN,98,946,20335,1044
10498,2020-03-30,MO,193,1657,14235,1850
10499,2020-03-30,MP,0,0,2,0
10500,2020-03-30,MS,89,429,3836,518
10501,2020-03-30,MT,17,0,4314,17
10502,2020-03-30,NC,267,1652,20864,1919
10503,2020-03-30,ND,10,373,3835,294
10504,2020-03-30,NE,37,616,2734,653
10505,2020-03-30,NH,100,862,5844,513
10506,2020-03-30,NJ,3250,3008,41860,6258
10507,2020-03-30,NM,0,173,11179,173
10508,2020-03-30,NV,258,1795,11203,2053
10509,2020-03-30,NY,6984,7124,186468,14108
10510,2020-03-30,OH,280,6330,27275,6610
10511,2020-03-30,OK,52,2,1688,54
10512,2020-03-30,OR,58,1399,12883,1457
10513,2020-03-30,PA,693,3716,37864,4409
10514,2020-03-30,PR,47,90,1899,137
10515,2020-03-30,RI,78,190,3741,450
10516,2020-03-30,SC,151,1145,5085,1296
10517,2020-03-30,SD,11,351,3579,362
10518,2020-03-30,TN,297,2433,23304,2730
10519,2020-03-30,TX,325,9795,35880,10120
10520,2020-03-30,UT,87,1923,16003,2010
10521,2020-03-30,VA,130,1299,12038,1386
10522,2020-03-30,VI,7,3,180,10
10523,2020-03-30,VT,37,235,4011,272
10524,2020-03-30,WA,563,4887,83531,5450
10525,2020-03-30,WI,146,-694,17278,-548
10526,2020-03-30,WV,13,279,3110,292
10527,2020-03-30,WY,8,286,1934,294
10528,2020-03-29,AK,17,396,3334,413
10529,2020-03-29,AL,110,0,4990,110
10530,2020-03-29,AR,22,89,3453,111
10531,2020-03-29,AS,0,0,0,0
10532,2020-03-29,AZ,46,5498,13872,5544
10533,2020-03-29,CA,1065,0,90657,1065
10534,2020-03-29,CO,327,1273,13276,1687
10535,2020-03-29,CT,702,2798,11900,3500
10536,2020-03-29,DC,38,258,2812,296
10537,2020-03-29,DE,18,0,268,18
10538,2020-03-29,FL,483,3704,43316,4187
10539,2020-03-29,GA,285,1228,12564,1513
10540,2020-03-29,GU,1,35,390,36
10541,2020-03-29,HI,31,2492,7000,2523
10542,2020-03-29,IA,38,638,5349,676
10543,2020-03-29,ID,31,679,4282,710
10544,2020-03-29,IL,1105,1166,27762,2271
10545,2020-03-29,IN,282,1141,9830,1423
10546,2020-03-29,KS,58,523,4513,581
10547,2020-03-29,KY,92,326,5541,418
10548,2020-03-29,LA,225,2485,27871,2710
10549,2020-03-29,MA,698,3319,39090,2473
10550,2020-03-29,MD,247,838,13593,1085
10551,2020-03-29,ME,42,0,3647,42
10552,2020-03-29,MI,919,1515,33201,2434
10553,2020-03-29,MN,38,1171,19291,1209
10554,2020-03-29,MO,0,1465,12385,1465
10555,2020-03-29,MP,0,0,2,0
10556,2020-03-29,MS,95,0,3318,95
10557,2020-03-29,MT,25,887,4297,912
10558,2020-03-29,NC,105,1313,18945,1418
10559,2020-03-29,ND,17,546,3452,522
10560,2020-03-29,NE,12,64,2080,76
10561,2020-03-29,NH,27,868,5023,477
10562,2020-03-29,NJ,2262,2830,35602,5092
10563,2020-03-29,NM,46,1573,11006,1619
10564,2020-03-29,NV,117,511,9150,628
10565,2020-03-29,NY,7195,9231,172360,16426
10566,2020-03-29,OH,247,0,20665,247
10567,2020-03-29,OK,52,25,1634,77
10568,2020-03-29,OR,69,1185,11426,1254
10569,2020-03-29,PA,643,4807,33455,5450
10570,2020-03-29,PR,27,102,1785,129
10571,2020-03-29,RI,105,314,3473,319
10572,2020-03-29,SC,235,607,3789,842
10573,2020-03-29,SD,22,535,3218,557
10574,2020-03-29,TN,164,2072,20574,2236
10575,2020-03-29,TX,500,0,25760,500
10576,2020-03-29,UT,117,2564,13993,2681
10577,2020-03-29,VA,151,1292,10609,1598
10578,2020-03-29,VI,1,17,183,18
10579,2020-03-29,VT,22,291,3739,313
10580,2020-03-29,WA,242,1745,78081,1987
10581,2020-03-29,WI,142,1318,17826,1460
10582,2020-03-29,WV,17,374,2818,391
10583,2020-03-29,WY,4,79,1640,83
10584,2020-03-28,AK,16,517,2921,533
10585,2020-03-28,AL,109,0,4880,109
10586,2020-03-28,AR,23,1393,3342,1416
10587,2020-03-28,AS,0,0,0,0
10588,2020-03-28,AZ,137,0,8349,137
10589,2020-03-28,CA,764,3169,89592,3933
10590,2020-03-28,CO,304,1250,11676,1593
10591,2020-03-28,CT,0,0,8400,0
10592,2020-03-28,DC,37,314,2516,351
10593,2020-03-28,DE,51,0,250,51
10594,2020-03-28,FL,998,7180,39129,8178
10595,2020-03-28,GA,365,821,11051,1186
10596,2020-03-28,GU,4,0,354,4
10597,2020-03-28,HI,14,0,4477,14
10598,2020-03-28,IA,63,635,4673,698
10599,2020-03-28,ID,41,674,3572,715
10600,2020-03-28,IL,465,3484,25491,3949
10601,2020-03-28,IN,251,1220,8407,1471
10602,2020-03-28,KS,59,442,3932,501
10603,2020-03-28,KY,54,1053,5123,1107
10604,2020-03-28,LA,569,3233,25161,3802
10605,2020-03-28,MA,1007,4671,35073,3202
10606,2020-03-28,MD,218,11422,12508,11640
10607,2020-03-28,ME,43,0,3605,43
10608,2020-03-28,MI,1066,1762,30767,2828
10609,2020-03-28,MN,47,3790,18082,3837
10610,2020-03-28,MO,169,9713,10920,9882
10611,2020-03-28,MP,2,0,2,2
10612,2020-03-28,MS,84,0,3223,84
10613,2020-03-28,MT,21,666,3385,687
10614,2020-03-28,NC,172,2219,17527,2391
10615,2020-03-28,ND,19,382,2889,503
10616,2020-03-28,NE,11,143,2000,154
10617,2020-03-28,NH,29,261,4139,662
10618,2020-03-28,NJ,2299,2839,30510,5138
10619,2020-03-28,NM,55,819,9387,874
10620,2020-03-28,NV,86,1740,8522,1826
10621,2020-03-28,NY,7683,2498,155934,10181
10622,2020-03-28,OH,269,0,20418,269
10623,2020-03-28,OK,55,96,1557,151
10624,2020-03-28,OR,65,1183,10172,1248
10625,2020-03-28,PA,533,4238,28005,4771
10626,2020-03-28,PR,21,220,1631,241
10627,2020-03-28,RI,64,240,3192,241
10628,2020-03-28,SC,83,101,2947,184
10629,2020-03-28,SD,10,205,2660,215
10630,2020-03-28,TN,170,2077,18338,2247
10631,2020-03-28,TX,321,1273,25260,1594
10632,2020-03-28,UT,122,1946,11312,2068
10633,2020-03-28,VA,135,1694,9166,1946
10634,2020-03-28,VI,3,51,183,54
10635,2020-03-28,VT,21,324,3426,345
10636,2020-03-28,WA,288,2509,76094,2797
10637,2020-03-28,WI,165,2092,16366,2257
10638,2020-03-28,WV,20,552,2433,572
10639,2020-03-28,WY,12,264,1557,276
10640,2020-03-27,AK,10,518,2401,528
10641,2020-03-27,AL,81,591,4771,672
10642,2020-03-27,AR,46,41,1926,87
10643,2020-03-27,AS,0,0,0,0
10644,2020-03-27,AZ,159,7108,8221,7267
10645,2020-03-27,CA,873,0,78659,873
10646,2020-03-27,CO,344,1714,10122,1833
10647,2020-03-27,CT,279,1484,8400,1763
10648,2020-03-27,DC,36,271,2166,307
10649,2020-03-27,DE,33,0,199,33
10650,2020-03-27,FL,410,4445,32468,4855
10651,2020-03-27,GA,476,463,9865,939
10652,2020-03-27,GU,6,36,350,42
10653,2020-03-27,HI,11,0,4463,11
10654,2020-03-27,IA,56,1162,3975,1218
10655,2020-03-27,ID,66,603,2857,669
10656,2020-03-27,IL,488,4423,21542,4911
10657,2020-03-27,IN,336,1949,6936,2285
10658,2020-03-27,KS,34,360,3431,394
10659,2020-03-27,KY,50,666,4016,716
10660,2020-03-27,LA,441,2889,21359,3330
10661,2020-03-27,MA,833,4917,29395,4815
10662,2020-03-27,MD,194,0,868,194
10663,2020-03-27,ME,13,0,3562,13
10664,2020-03-27,MI,1324,2410,27939,3734
10665,2020-03-27,MN,75,1001,14245,1076
10666,2020-03-27,MO,167,0,1038,167
10667,2020-03-27,MP,0,0,0,0
10668,2020-03-27,MS,94,269,3139,363
10669,2020-03-27,MT,37,462,2698,499
10670,2020-03-27,NC,127,2099,15136,2226
10671,2020-03-27,ND,9,388,2488,462
10672,2020-03-27,NE,12,177,1846,189
10673,2020-03-27,NH,21,394,4145,777
10674,2020-03-27,NJ,1949,2886,25372,4835
10675,2020-03-27,NM,24,696,8513,720
10676,2020-03-27,NV,115,1464,6696,1579
10677,2020-03-27,NY,7377,16272,145753,23649
10678,2020-03-27,OH,270,2563,20149,2833
10679,2020-03-27,OK,74,126,1406,200
10680,2020-03-27,OR,87,1557,8924,1644
10681,2020-03-27,PA,531,4575,23234,5106
10682,2020-03-27,PR,15,142,932,157
10683,2020-03-27,RI,31,202,2888,216
10684,2020-03-27,SC,0,0,2763,0
10685,2020-03-27,SD,12,414,2465,426
10686,2020-03-27,TN,246,936,16091,1182
10687,2020-03-27,TX,335,1907,23666,2242
10688,2020-03-27,UT,78,1456,9244,1534
10689,2020-03-27,VA,144,1004,7337,1404
10690,2020-03-27,VI,2,0,76,2
10691,2020-03-27,VT,28,124,3081,152
10692,2020-03-27,WA,464,4153,73297,4617
10693,2020-03-27,WI,163,1557,14109,1720
10694,2020-03-27,WV,25,748,1898,773
10695,2020-03-27,WY,17,159,1281,176
10696,2020-03-26,AK,17,152,1860,169
10697,2020-03-26,AL,223,1064,4099,1287
10698,2020-03-26,AR,55,67,1839,122
10699,2020-03-26,AS,0,0,0,0
10700,2020-03-26,AZ,127,24,957,151
10701,2020-03-26,CA,651,1459,77786,2110
10702,2020-03-26,CO,174,189,8064,1134
10703,2020-03-26,CT,137,602,6637,739
10704,2020-03-26,DC,48,203,1858,251
10705,2020-03-26,DE,15,0,166,15
10706,2020-03-26,FL,673,8367,27539,9040
10707,2020-03-26,GA,278,2469,8926,2747
10708,2020-03-26,GU,8,30,308,38
10709,2020-03-26,HI,5,0,4452,5
10710,2020-03-26,IA,34,0,2757,34
10711,2020-03-26,ID,50,178,2188,228
10712,2020-03-26,IL,673,1749,16631,2422
10713,2020-03-26,IN,168,1127,4651,1295
10714,2020-03-26,KS,42,509,3037,551
10715,2020-03-26,KY,41,237,3300,278
10716,2020-03-26,LA,510,6068,18029,6578
10717,2020-03-26,MA,579,3248,23645,4836
10718,2020-03-26,MD,157,0,674,157
10719,2020-03-26,ME,6,217,3549,223
10720,2020-03-26,MI,1140,2888,24205,4028
10721,2020-03-26,MN,63,1416,13169,1479
10722,2020-03-26,MO,146,0,871,146
10723,2020-03-26,MP,0,0,0,0
10724,2020-03-26,MS,108,725,2776,833
10725,2020-03-26,MT,18,180,2199,198
10726,2020-03-26,NC,132,2289,12910,2421
10727,2020-03-26,ND,13,305,2091,344
10728,2020-03-26,NE,12,280,1657,292
10729,2020-03-26,NH,29,645,3850,386
10730,2020-03-26,NJ,2474,3209,20537,5683
10731,2020-03-26,NM,12,939,7793,951
10732,2020-03-26,NV,99,446,5117,545
10733,2020-03-26,NY,6447,12178,122104,18625
10734,2020-03-26,OH,163,2389,17316,2552
10735,2020-03-26,OK,84,153,1206,237
10736,2020-03-26,OR,118,2603,7280,2721
10737,2020-03-26,PA,560,5248,18128,5808
10738,2020-03-26,PR,13,60,776,73
10739,2020-03-26,RI,41,176,2698,208
10740,2020-03-26,SC,32,4,2763,36
10741,2020-03-26,SD,5,1154,2144,1159
10742,2020-03-26,TN,173,2940,14909,3113
10743,2020-03-26,TX,422,7508,21424,7930
10744,2020-03-26,UT,56,817,7710,873
10745,2020-03-26,VA,69,750,6189,1097
10746,2020-03-26,VI,0,0,74,0
10747,2020-03-26,VT,25,934,2929,959
10748,2020-03-26,WA,435,4252,68680,4687
10749,2020-03-26,WI,139,1494,12389,1633
10750,2020-03-26,WV,12,272,1101,284
10751,2020-03-26,WY,9,98,1105,107
10752,2020-03-25,AK,6,663,1691,669
10753,2020-03-25,AL,68,423,2812,491
10754,2020-03-25,AR,62,490,1717,552
10755,2020-03-25,AS,0,0,0,0
10756,2020-03-25,AZ,93,10,826,103
10757,2020-03-25,CA,253,2469,66876,2722
10758,2020-03-25,CO,192,1285,7701,1231
10759,2020-03-25,CT,257,341,5898,598
10760,2020-03-25,DC,46,228,1609,274
10761,2020-03-25,DE,24,0,151,24
10762,2020-03-25,FL,270,2247,18289,2517
10763,2020-03-25,GA,221,474,6179,695
10764,2020-03-25,GU,5,32,270,37
10765,2020-03-25,HI,13,768,4447,781
10766,2020-03-25,IA,21,263,2723,284
10767,2020-03-25,ID,23,0,1960,23
10768,2020-03-25,IL,330,2410,14209,2740
10769,2020-03-25,IN,112,313,3356,425
10770,2020-03-25,KS,28,274,2486,302
10771,2020-03-25,KY,33,1103,3022,1136
10772,2020-03-25,LA,407,2441,11451,2848
10773,2020-03-25,MA,679,5365,19818,4484
10774,2020-03-25,MD,74,0,517,74
10775,2020-03-25,ME,24,163,3326,187
10776,2020-03-25,MI,1180,1853,20177,3033
10777,2020-03-25,MN,58,5638,11690,5696
10778,2020-03-25,MO,173,0,725,173
10779,2020-03-25,MP,0,0,0,0
10780,2020-03-25,MS,57,14,1943,71
10781,2020-03-25,MT,7,305,2001,312
10782,2020-03-25,NC,106,1844,10489,1950
10783,2020-03-25,ND,6,280,1773,287
10784,2020-03-25,NE,9,329,1365,338
10785,2020-03-25,NH,7,909,3268,458
10786,2020-03-25,NJ,727,2127,14854,2854
10787,2020-03-25,NM,17,852,6842,869
10788,2020-03-25,NV,43,297,4572,340
10789,2020-03-25,NY,5146,7063,103479,12209
10790,2020-03-25,OH,140,13920,14764,14060
10791,2020-03-25,OK,58,70,969,128
10792,2020-03-25,OR,0,0,4559,0
10793,2020-03-25,PA,276,2550,12320,2826
10794,2020-03-25,PR,12,49,438,61
10795,2020-03-25,RI,28,173,2496,263
10796,2020-03-25,SC,126,291,2727,417
10797,2020-03-25,SD,11,29,1128,40
10798,2020-03-25,TN,117,495,11796,612
10799,2020-03-25,TX,564,1763,13494,2327
10800,2020-03-25,UT,47,967,6837,1014
10801,2020-03-25,VA,101,799,5370,1074
10802,2020-03-25,VI,0,55,74,55
